Name ,Cusine,Date,Quote,Review Detail,Rating
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed April 23, 2023 ",Best momos in Thamel,"The best momos I had during my 1 month in Nepal. They seem to make them fresh to order, so expect a bit of a wait for them to come out. During my second visit, my 2 plates took about 15 minutes, which were ordered...soon after the only other table at the time also ordered 2 plates. Momos are bite sized with a very nice thin skin and dense filling for their size. Highly recommend the fried chocolate momos as a dessert. The chili versions are also nice if you're wanting a saucier option - sweet, slightly tangy, and moderately spicy. Service was also friendly and the restaurant seems to be run by a couple.More",5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed April 20, 2023 ",Best Momos in Nepal!,"We tried the Momos here before we went on our trek and we tried many more Momos around Nepal, but nothing came close to these!
When we got back to Kathmandu we went straight back here for dinner and the Momos were as amazing as...our first visit!More",5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed March 22, 2023 ",Tastiest Momos we had..,"We had to try the Momo‘s here and were delighted! Small kitchen, freshly prepared food and a variety on the menu for more than a fair price. We came back for more and also tried the Samosas, which were also incredibly tasty.",5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed March 18, 2023 ","Pretty good food, poor hygiene",The momos were very yummy so we ordered a second round but unfortunately the chef coughed all over them. Unsure whether the pretty good food is outweighed by the lack of hygiene. The restaurant was also dead when we visited and there was no music...- huge lack of vibesMore,2
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed February 10, 2023 ",A wonderful hidden gem in the heart of Thamel Kathmandu.,"We were able to watch the momos be cooked fresh when we ordered them and they came out steaming. Hands down the best Aloo Paratha we have had in Nepal and the momos were second to none, especially the spinach and cheese.",5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 17, 2022 ",Heavenly MoMos (My No.1) !,"Now this is what I’m talking about….pure good authentic cooking with fresh ingredients and run by a very friendly family! Don’t let looks deceive you…whilst the restaurant is basic in appearance it makes up for in AMAZING food. Terrific Thukpa but for me the overwhelming...favourite were the Momos! Steamed, fried, veg, and my ultimate fav - cheese and potato! Beautiful puffy, flavourful and moist! 

The sauce too was perfect. Incredibly cheap from both a quantity and quality comparison perspective. Needless to say I have been back multiple times! 

Easiest way to find the small side street - look out for the Yala Cafe (red/white sign) and it’s just a few doors past that. FYI - Yala Cafe is also a great stop for pre-post Newa momo feast tea/coffee or cake!More",5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed November 10, 2022 ",Delicious MoMos,"The place looks a bit run down, but the MoMos are delicious. I had a mixed plate and had to take a second one because they were that good.",5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 26, 2022 ",Delicious authentic lunch,Very lovely people.  We had some very good mono’s and samosas with delicious black masala tea. Everything is cheap  compared to others but equally tasty,5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed August 31, 2022 ",Excellent Nepalese food,"Very friendly service and excellent food. We had fried rice, momos and dhal bat and all of it was so so good, especially the potato momos i liked a lot! We highly recommend this place.",5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed June 2, 2022 ",Best momo,"This place, run by husband and wife together, is good for fresh food, especially delicious. You have to go through a small street inside Thamel.  Even if it takes time to make momo, it will make fresh so I highly recommend for momo.",4
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed May 8, 2022 ",Amazing find,"Do not miss this wonderful gem! Tucked away from the busy streets, just beyond a
Pathway of fresh potted herbs (good sign), you’ll find delicious, fresh food prepared by the hospitable owners. Dining area is clean, simple, and best of all, peaceful. I got the...Momo basket (sampler) and they were the best I ever had. The ginger tea was nice too - I was surprised how sweet it was but I found myself wanting more. I will be back!More",5
"NEWA MOMO RESTAURANT P. LTD., Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 30, 2021 ","Clean, friendly and delicious","I’m actually ashamed of myself for not writing a review after I ate here. I visited Kathmandu in April of 2019. I stayed in Thamel. I googled places to eat, and Newa was relatively close by. When I tell you after my first visit, I...went the next three days in a row, I am not kidding. It is run by an older couple, and like most Nepali people, they were incredibly accommodating and friendly. Not to mention, their momos were truly the best I had in Nepal. I had a conversation with the woman who ran the place with her husband, and as I said I went several days in a row. I went on a trek for a few days, and when I went back to have their momos one last time before I left, she asked where I had been. I was humbled and grateful I had found this place. She asked me to write a review for them, and as I said I’m embarrassed it took me so long to do so! The momos were unreal, and the restaurant was very clean overall. Ate there multiple times and didn’t get sick once. Check it out!More",5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed February 27, 2020 ",Food Poisoning by Momo,We ate here twice the day before trekking to Poonhill and ended up having the worst food poisoning in my life. The vegetable momo’s were the culprit.,1
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed February 15, 2020 ",Happy hour,"We were invited for a few drinks in the happy hour, service was very good, the atmosphere too, it was fun",4
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed January 24, 2020 ",Amazingly,"One of the best restaurants in the town that offers delicious and hygienic foods and drinks. The staffs are humble, helpful and really great. The place is really nice, lovely ambience and wonderful vibe. I have been here for more than 50 times in the...last 6 months, and never get disappointed. 
The manager is always there to constantly make sure we have the best fooding experience.
A must go restaurant in the town.More",5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed January 5, 2020 ",Highly recommended!,"This is a beautiful place, especially in winter because they have a nice fireplace which helps you survive the freezing temperatures!
It was so good that we went 2 times!
We tried many locals dishes like the MoMos (outstanding) and the Dhal Bat (really good)....They also have fantastic Indian dishes like the Murg Chicken (the best I ever had except for the Kashmir area).
The butter naan is also very good.
They do have Nepalese beers, no draft, but bottles only (my favourite was the Everest).
Our waiter was really very kind and very professional, doing his very best to ensure your total satisfaction, thank you for your service!More",5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed September 19, 2019 ",Lovely food,"We spent quality time having dinner together and I must say everything went so exciting. Food is really great, ambience second to none. Just amazing !!",5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed August 1, 2019 ",Short Lunch,We had a short lunch on a sunny day on the terrace. We ate a noodle sop and a Wrap. Both were very delicious. Also the beverages were really tasty. We will come back.,4
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed July 20, 2019 ",Great! ,"Italian and Indian menu. Fantastic service, nice view upstairs, very peaceful. Great vegetarian lasagna!",5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed May 31, 2019 ",very good dining experience,My wife and I ate at this restaurant twice during our stay in Pokhara and really enjoyed the food and the service was excellent. They are very kind people not pushy at all. The view on the rooftop was very good,5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed May 10, 2019 ",Favorite restaurant of a month in Nepal ,"Being here for a month I’ve had quite a ‘few’ Dal Bhats (almost daily). Last night was as by far my favorite dinner of my trip. Amazing local Nepali food, great service, nice rooftop seating.. Definitely coming back more often before I leave the country!",5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed April 25, 2019 ",Best Indian food in Pokara,The food and the service minded waiters was the reason we returned each time. Surroundings very inviting with a rooftop view of the lake. You wont be disappointed with your meal which is served in a timely fashion and with a smile!,5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed March 31, 2019 ",Very good Hospitality with ok food.,I was in pokhara for my business. I went out for dinner and reached here. As Im fan of Indian food I ordered chicken Kabab. Some fried chicken was dipped in tomato sause. Nothing was more than that. Such a not good experience.,3
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed March 25, 2019 ",Lovely ambience great experience ,"This is a beautifully located and decorated eatery with a wide range menu to satisfy all cravings. Food is fresh, surroundings and amenities clean and overall very tasty. And the staff are also very nice. We enjoyed every time and keep going back again  and...again!More",5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed March 16, 2019 ",Great Indian Food,"We had Chicken Tikka Curry and Garlic Pepper Steak Sizzler. The veggies on the sizzler were delicious, and I would even try the vegetable sizzler next time I visit. Another favorite was jeera rice, which was perfectly buttery and spiced. We also tried imported house...wine (around 400 Rp), which was on the sweeter side and good enough.More",5
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed January 18, 2019 ",Nice rooftop and good food,I enjoyed being in this restaurant. I had breakfast here and most of all i liked the traditional interiors and staffs. The manager is so polite with warm attitudes. He frequently asks about the food and services  inorder to ensure the best services. From room...top you can see the lake and lakeside market. Its a lovely expereince .More,4
"AANKHI JHYAL RESTAURANT AND BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Nepali, International, Asian","Reviewed December 18, 2018 ",Lovely breakfast,"You can sit and look over the lake. My boyfriend had a cooked breakfast and I had granola yogurt and fruit, both were generous portions and yummy. 
Good WiFi, staff made us comfortable and let us take our time.",5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 13, 2020 ",An Excellent Experience,"Isaac the owner is excellent; very attentive, kind, and on the ball. The chicken pizza and momos were great, the 300Rs San Miguel was great, and the blues & reggae jams were great. I had a very nice time here. Hope you enjoy it as...well!More",5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed February 13, 2020 ",Great food and staffs,Really loved the place and the staffs specially the guy named sumit was very friendly and makes the best cocktail ever....really recommend the place has good food and drinks the view is great from the  rooftop.,5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 26, 2020 ",Clean and testy food ,Very nice restaurant and food is good. Friendly staff specially Rabin . We had a dinner here so testy.  The location is perfect. Lake and mountain can see from roof top restaurant.  Highly recommend this restaurant.,5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 25, 2020 ",Restaurant ,Good view with friendly staffs and the food was too hygienic and food was too good.. Service was amazing... Kindly recommend this restaurant.. If you want to taste good food,5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 25, 2020 ",Restaurant ,"Stunning food, friendly staff and great value for money. Definitely recommend a visit this restaurant..Coffee was tooo tasty ..coffeemaker Rama was very good and friendly staff..beautiful place for hangout. Have place to sit outside look the road..and the staffs worked really hard to build a...bit of an atmosphere and ensure that we felt very welcome...Menu had a lot of western dishes which I’m sure are good too..More",5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 10, 2020 ",restaurant ,Amazing location and great ambience..service is good..Food is good.Views are lovely with peace nature..,5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 9, 2020 ",Best hospitality,In my pokhara visit I had enjoyed alot n tasted an excellent foods.I had lunch In rainbow restaurant with my colleagues.I found a best pizza in the town. Service was awesome n menu was perfect.,5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 8, 2020 ",Best restaurant ,One of the best restaurant in lakeside .we had pizza and tanduri chicken is the best. Staff are so friendly and helpful.,5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 4, 2020 ",Restaurant,"luxury and  comfortable place with family ,Delicious and hygenic food..good view...Service, staffs, and facilities awesome...Thank you soo much",5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 4, 2020 ",Restaurant,Good food with a comfortable place..staff are well managed and frankly..One lady and her name was Rama she is too good for making coffee ...,5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 2, 2020 ",Wonderful food and service,"The food is delicious and very cheap, the service is wonderful. Especially Sagar always makes sure my father and I have a lovely evening.",5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed December 18, 2019 ",Best place and good food,"I went this place through the recommendation of my friend. This place is really awesome and the food is mouthwatering. Service was excellent and the view of lake from this restaurant is wonderful. The ambience, staffs, food is mind blowing. Thank you for the great...service and I will surely recommend my other friends. And don't miss the delicious Wild boar from this restaurant,you'll definitely love this.More",5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed December 10, 2019 ",Best Restaurant ,"Situated in the heart of lakeside, i consider it as one of the best restaurant in Pokhara, staffs are so welcoming especially the girl Rama She is very helpful. Great location and well managed. Organic foods are very good.Go try it without any doubt.",5
"RAINBOW RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed November 27, 2019 ",Delicious food ,We really enjoyed with their food . Testy and fresh food they provide is . Staff are friendly and helpful . From the top can see lake and mountain view,5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed July 17, 2023 ",Best indian in Long time,The 4 of us went out here for dinner. My buddy and I chose number 23 (sharing plate). Fantastic food! Cold and Nice cobra Beer as well!,5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed October 14, 2022 ",Worst restaurant we ate in Nepal,"The worst restaurant we ate in Nepal.
Waited for almost an hour to receive a small dish with mostly bones and very hot (spicy) although we asked for non spicy food. 
The manager told us the chef didn't come today so he had to cook....We paid a lot and left hungry to look for a real place to eat. 
STAY AWAY!!More",1
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed November 22, 2021 ",Very Expensive and no value for money.  The food is tastless and staff don't have good product (food) knowledge.             ,"The foods were tasteless
Soups were very expensive. I was surprised and asked whether the soups were enough for many people or one people. Waitreess replied it is for one people. We ordered many soups. When it was delivered we found that one soup was...enough for all. They were very big. When I asked same thing to waitreess, then she asked other waitress that I told you all that soup is for one person and bring in smaller bowl. It means she was lying and charging hefty amount.

NabeenMore",3
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed June 14, 2020 ",The Delightful Pizzon Pizza!,"I had a takeaway Pizzon Pizza. However,turns out they do have delivery service in this lockdown as well. The pizza was thin but had soft and juicy crust that was beautifully topped with abundant toppings of cheese, salami, chicken, olives and some vibrant green peppers....All in all, I and my family really liked the flavour and recommend it to all the pizza lovers out there.More",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed February 6, 2020 ",Lovely place. Amazing service!,"Service from Kavendra was excellent! I am sure he will get very far in life. Lovely ambiance, music, great food!",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed January 11, 2020 ",Good and staff super friendly and helpful,Great environment. Friendly and helpful staff. Food overall is good. maybe can add few more dishes for more variety.,4
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed January 7, 2020 ",Fantastic food and very friendly staff,"Pretty much every dish we tried here was good. We tried paneer makhani, malai kofta and dhal makhani. Naan and jeera rice was excellent too. We had our meals 3 times here so that should say how much we like this place. LOL",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed December 27, 2019 ",Daawat Indian Cuisine,"Great service provide by the managerram kumar parajuli. Nice Indian cuisine restaurant as we done breakfast and searching aloo parantha being a typical Indian punjabi family. Good service by the complete team of Mr Ram. 
See you next time.",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed December 25, 2019 ",Great Food,"Amazing food, courteous staff and friendly management. Keep up the good work. A must visit place....",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed October 30, 2019 ",Best rest ever!,"Bikram will make you feel pampered if not well taken care of. It is a quite slice of heaven in the midst of KTM caos. When the shopping and temple trekking is over, stop in for a spirit or fine dinning. Breakfast is ab-fab too!",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed October 29, 2019 ",Fantastic buffet breakfast!,"We enjoyed the buffet breakfast here during our stay in Kathmandu. Daawat is a lovely restaurant, spacious, welcoming and relaxed, with nice Nepali music playing on the background. The staff are very friendly and professional, particularly Rita, who was always smiling and ready to provide...anything we needed (masala chai amongst other things).
Mr. Ram Kumar, the manager, came every morning to make sure we were comfortable and happy with the food and drinks. 
The buffet breakfast had many choices and the food was always fresh and tasty. It included fruits, cheese, yoghurts, cooked food (both Nepalese and Western), breads and pastries, eggs cooked to order in front of you, cereals, coffee and different types of teas, coffee and hot chocolate.
I would recommend this restaurant without any hesitation.More",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed October 22, 2019 ",Delicious ,"Ate @ Daawat with 7 friends. The service was attentive, the food delicious, the staff friendly & accommodating. Can highly recommend if you feel like comfort Indian cuisine.",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed September 27, 2019 ",Breakfast is Wonderful,"I regret only spending 2 nights (one in front and one at the end) of our Nepal adventure at Yatri. Both times the breakfast was fresh and delicious. They have a number of popular choices for many nationalities. My party included Korean, Japanese, NorthAmerican, Chinese,...and Europeans. All were satisfied. 
The service is truly outstanding though. They will go so far out of their way to make your time at the hotel and restaurant memorable. The manager is also very friendly and always around to help.More",5
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed August 18, 2019 ",Not at all reliable for dinner ,"We along with 17 American went couple of times for dinner but on our final banquet day, what they committed to serve, they did not. We felt like we were cheated by the manager and cook. We were served leftovers and we had guests from...Australia and other countries. We will never recommend anyone to go and have dinner there. Hotel Yatri staffs had fun party on our money. We would rate 0/10.More",1
"DAAWAT INDIAN CUISINE RESTAURANT, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Nepali","Reviewed August 15, 2019 ",Best Indian vegetarian food,"We had stayed at Yatri suits while our yatra for Mansarovar. Hotel was nice and staff was very good Dawaat restaurant manager Ram and all other staff was very nice good food, clean and in good location",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed January 22, 2020 ",Craving for some Nepali/Indian,"I was craving for some Nepali / Indian dishes, so we asked around. This was the recommendation as it was a “safe” choice in an otherwise frantically chaotic (and I mean this in a good way) city. The restaurant is inside de Annapurna Hotel so...expect a somewhat relaxed and quiet place.

We had butter chicken in red curry and a vegetarian yellow curry dishes, which mixed with white rice dish was what I wanted. Paired with an Everest beer and then some tea, we quite enjoyed our meal 

The service was superb, with a couple of servers per table and attention to detail that you would expect on a high end British restaurant (I say this as our Nepali servers’ accent was British). 

From there, we went back to the high speed and multiple street noises heading to Pathel market.More",4
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed January 4, 2020 ",Excellent Indian food,"We had lunch in the restaurant as we were looking for quiet place to eat while walking around the city. It was difficult to chose from the extensive menu, but finally we got an starter, a main plus two different nan breads and all the...food was outstanding. Service was also excellent. Then, pricing was also very reasonable for the quality of the food. One of the best Indian meals we ever had. Highly recommended if you want a very good and tasty meal while in Kathmandu.More",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 27, 2019 ",Great Indian restaurant in Kathmandu,"Located in the heart of the city in Annapurna Hotel, this is a restaurant with great ambience and an impressive cuisine. Since it is located in a 5-star hotel, prices are a bit steep - our meal for 2 (without drinks) cost about USD 30...but the quality was top-notch. Heartily recommended!More",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 20, 2019 ",Best Indian Restaurant in Kathmandu,"After 3 years we have revisited this place....still has a great atmosphere...fantastic nepali / indian music every evening ,usually from 6:30 pm on
Food & drink was very good -- especially lamb seek-kebab ...but sadly some wonderful dishes were not anymore on the menue .....Loved also the cool ""Everest"" beer
Serviece was always excellent !!!
enjoyed  here all our  - dinner -3 evenings in KathmanduMore",4
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed November 3, 2019 ",Return to my favourite restaurant in the world!,"I’ve been coming here for years, even when it was outside and above the coffee shop!

I’m preparing for a trek to EBC and my group arrive over the next two days do I was out to enjoy my last bit of freedom!

I ordered...Tomato Soup but when my order was repeated back to me I misheard but the Lamb Soup which arrived was excellent!

Main course was Chicken Biryani with Raita and a side dish of Yellow Dhall.

The double G&T was excellent too.More",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed June 22, 2019 ",Stunning Indian cuisine,"A most unexpected wow! A superb selection of Indian starters followed by a magnificent prawns biryani and chicken dishes and dal provided a feast for us to enjoy. 
The food was clean to the palate, each flavor working in harmony and well spiced. 
The band...were excellent and the singing superb.More",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed June 8, 2019 ",The Best,"This restaurant has the best menu, great food and friendly attentive staff. The food is fantastic and I can say they have the best curries I have tasted in a long time.
There is always live nepali music to help create a great atmosphere, in...fhis comfortable surroundings.
Miss it at your peril !!More",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed April 2, 2019 ",Best Authentic Mughlai Food with Live Gazal,This is one of my favourite restaurant in Kathmandu which serves Best Authentic Mughlai Food with Live Gazal.Good Ambience and Good Service and taste is always wow .Centrally located and reasonably priced.,5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed January 21, 2019 ",Beautiful experience,"awesome meal in Nepal! Excellent staff,delicious cuisine,ambience and the ghazals were the perfect addition to a beautiful experience in Kathmandu.This restaurant was recommended to us.He was co fident in his choice and Ghar E Kebab did not disappoint.
The Ghazal singers played request so it...was a very nostagic evening. a great way to celebrate our 30th wedding anniversary!
The food was delicious.The dal makhani the best I have had.The spiciness perfect and the wine complimented our meal.
The staff were attentive and so welcomimg.Definitel recommend it to those visiting Nepal especially if you enjoy North Indian cuisine.More",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed November 18, 2018 ",A Piece of Luxury,"Our group of 20 was sufficiently impressed by the impeccable service and delicate Northern Indian cuisine of tandoori, curries and biryani we were treated to at Ghar-e-Kebab. 

The elegant decor and soothing sounds of 'live' Indian music completed a good feast of the senses.  Very...nice.More",4
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed November 6, 2018 ",Dinner with family,"It was awesome dinner date with wife, nice Indian live music with fantastic cuisine. Wide selection menu and attentive staff.
Ambience can be improve with theme setup and gallery.",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 25, 2018 ",Fabulous!,"This was a great find, the food, service and ambience were all fantastic and of course the price was very reasonable.",5
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed September 27, 2018 ",Good place to eat.,"Great food and hospitality. Looking for great indian for when in Kathmandu, this is the place. must visit.",4
"GHAR-E-KABAB, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed April 20, 2018 ",a taste of Mughalai in Kathmandu,"this north Indian restaurant is located at Hotel Annapurna. and it will draw you instantly because of its aesthetic ambience and friendly staff. they have live music playing and that sets the mood somehow for a good meal. their service is great but food could...be done better i felt, their mutton dishes were not upto the mark. chicken was good and so was fish. 
overall experience is goo.More",3
