Name,Cusine,Date,Quote,Detail Review,Rating
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed April 20, 2019 ",Qualty Food.,It is a multi-cuisine restaurant. Food is served well and it also holds a good quality. It would be a good choice to have a meal here.,5.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 26, 2019 ",Family Restaurant in a very busy place,"Good Restaurant, Good Food but dont found food of choice as they have some fixed menu to serve. The place is good and well connected by rail and road as its on the Dumdum Road near to Dumdum Station.",4.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 19, 2019 ",Bad quality of food,We have ordered mutton biryani they gave us chicken biryani. Please don't go there. The foods are also not tasty.,1.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed October 28, 2018 ",A gem in Dumdum ,Wow it's just awesome. In Dumdum side one of the best restaurants. The bengali cuisines along with the other cuisines also best qualities..... The place is just on the main road. Staffs are very helpful. It's a very good place to go for dinner or...lunch with your family.More,5.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed October 20, 2018 ",Best resturant in dumdum,Food is good but bit on expensive side compared to similar kind of restaurants. Without a doubt it is the best restaurant in between chiriamore and nagerbazar. Ambience is also good.,4.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 14, 2018 ",Good Restaurant at DumDum,"In this restaurant many types of testy foods are available like Murgh Dum Biryani,Mutton Rogan Josh,Bhatti Ka Paneer, Cheese Olive Naan,Masala Kulcha etc.",5.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed November 13, 2017 ",A complete Dinning Experience with 3 star service,"DumDum is a well known place the location is quite well know for St Mary's school and mission .The place is  a densely populated and ever growing region  really needed a fine dinning nearby .Certainly this restaurant served the purpose .Name may have been taken...from old bengali poetry but it does serve a wide variety of Cuisine stating from Kashmir to Kanyakumari :)  .I mean from traditional bengali dishes , muglai ,continental ,chinese and recently added is South indian .
Price i find is reasonalble because of the quantity they serve .I have been there couple of times and once got delivery home .
They welcome you with a nice welcome drink which is really a great gesture and must continue 
I have particular preferance for Chinese recipes there are just as good as you find in China Town area .Muglai is decent enough 
Best part is they serve you the best quality and fresh .
I would love to visit this place again and please keep your quality and service as you are doingMore",5.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed July 2, 2017 ",Awesome food,"Visited recenty with family.lovely food with awesome behaviour of hotel stuff. Worth trying baby corn crispy, chicken crispy, manchow soup, chicken duck bungalow, cheese spring roll. All delicious with quick service.",5.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed June 20, 2017 ",Damn costly but tastes lipsmacking,Located on Dumdum road opposite St. Mary's School. The food over here is very good. Quality is great. But it is not for common people. Damn costly.,3.00
"DARAO POTHIK BOR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed May 19, 2017 ",Must visit in Dum Dum,"One of thing which Dum Dum was lacking for many years in fine dining restaurants but now one can visit this place. This is located just near the station and on the main road towards Nagerbazar. I like the ambiance, staffs and obviously the food....Quantity is good and the price is reasonable. Would surely recommend.More",5.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed November 4, 2019 ",Nice ambience food is ok,The ambience is great. An old house with jallikettu is converted to a restaurant. The interiors are well designed and furniture's are good.  The food is ok I would not say it's great. The staff are well behaved. There is ample parking. In night dim...lights are used so reading menu would be difficult. Overall it's a good restaurant. There is hardly any rush at the place.More,4.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed August 25, 2019 ","""Traditional Kerala food""","Been to the Curry Chatty Restaurant with family and friends and must say that I just love dining here because of the authentic Kerala food and the ambiance. Though they have Chinese and Thai food I prefer the Kerala style food they serve like Puttu,...Kallappam, Kappa Varieties, Beef dishes, Mutton, Chicken, Seafood items etc. Kappa Biriyani, Pothu Porichathu, Aadu Porichathu, Kozhi Mappas, Kozhi Pollichathu, Kana Roast, Kallummekkaya Ularthu, Konchu Roast, Neymeen Mappaas, Neymeen Moliee etc are few of the side dishes which are really good. The traditional Kerala style ambience of the restaurant and the excellent service provided by the staff makes this restaurant perfect to dine with family or friends.More",4.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed May 9, 2019 ",Definitely worth a visit!,"I love the place for its ambience.Very clean. Food is also good in general, especially the traditional Kerala preparations that are not easy to get in other places. 

(However, it might be a good idea to avoid non-Indian (Chinese or Thai) if you know how...they really taste).More",4.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed February 26, 2019 ",Authentic Kerala Seafood cuisine - A MUST visit! ,"Ambience - Brilliant! A real Kerala feel. An old Kerala traditional house converted into a restaurant. They have retained the nallukettu within with well maintained mud-glazed walls with local art. 

Clean and well appointed too. 

Food Taste - The Kerala Seafood cuisine was absolutely fabulous!...Fresh, chunky , tasty prawns, mussels cooked and presented very well. 

A MUST visit for some authentic FRESH seafood Kerala experience! 

NOTE for the Management: 

1. Music - You have taken all the trouble to deliver an authentic Kerala Experience. Why would you have different kinds of  loud music from hip-hop, trance, dubsteps in an authentic Kerala experience??!! Please change the music to a lovely Kerala ethnic Lounge music and ensure that the team are fully trained on the sound and the kind of music to be played. 

2. Your Kerala offerings are SO incredibly good. Just do not know why you are then offering all sorts of cuisines of this world starting from Thai, Chinese, North Indian etc. Etc.??! Today, it is about being a speciality restaurant of some specific cuisine. Since you are SO good in the local cuisine, why on earth would you try to become a Jack of all cuisine?? 

All customers when we were dining were ordering only Kerala cuisine too. 

Please market and get your identity/space based on your Kerala cuisine expertise and in case, someone insists or wants only other food , offer them a set menu option of other cuisine. Even your marketing communications talk about different other cuisine other than authentic Kerala cuisine . The slogan/tagline should just be - ""Authentic Kerala!""

Being in the hotel industry, my sincere advise would be for you to refocus back on your expertise and market that specifically all over. 

3. Menu Cards : Please update and process NEW menu cards / booklet. They seem to have NOT been replaced from the start of the restaurant. SO, unhygienic! 

To conclude, salute to the ownership for a fantastic concept, service and delivery of the cuisine!More",5.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed February 20, 2019 ",Bit skeptic... ,"Had a bowl of manchow soup and a squid fry. The manchow is a simple indian chinese soup hot and rich on flavour - this one was very salty with semicooked nudles on the top... Not crisp but chewy... Naaah! Cant really see the finesse...that you might expect from a restaurant attempting on delivering fine dining. The squid fry is more like a starter with some sad (small and thin sliced) pieces of squid. There is nothing fine in the squid fry other than the squid. The red onion and  limeleafs are totally killing the taste of of the puny squid and the heavy texture of the coconut is taking away the sensation of the slender squid. The chilis are strong in both dishes but that is ok - its the flavours that are unbalanced/unrefined leaning towards pungent in both dishes. Might be your thing? They have a wide menu so go find out. My self I dont trust the chefs palate so I am done. 

The service is agile and very helpful. Prices are over average.More",3.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed January 29, 2019 ",Classic,Great delicacies and authentic theme dining restaurant.. Great hospitality and the best part is they cook u exactly how u need defining the word meaning theme dinner,4.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed January 13, 2019 ",Awful service,You have to wait like more than half an hour to get a lime soda or even a lunch meals... food not up to the mark,2.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed December 23, 2018 ",Confused restaurant,"The restaurants professes to serve three different types of food - there starts our story of a disappointing meal. Many of the appetizers we asked, they came back,  and told us that they didn’t have. 

We were accidentally given two different menus. It seemed to...be really N Indian and Kerala menus. The restaurant has severs from the NE of india and also has a Chinese motif and then menus with food from india. About half of the food was good and about half was quite bad.

The Kurma was sweet and did not taste like anything I had eaten. The meen curry was watery and not a good curry at all. The curry did not seem to have set. I enjoyed the hot and sour soup. It had whole pepper corns etc. and very tasty. what I enjoyed the most in my meal. The table also liked the nye chooor or ghee rice. The Netoli or sardine fry was tasty. We ordered two chicken dishes, the chicken Uli or onion spread was good. The chicken curry (Kozhi Mappas) was so so. 

The staff needs more training and several staff waiting in clumps unsure of their role. The first plates and silverware were removed. New plates without new silver wear were returned. 

Overall a below average dining experience.More",2.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed November 18, 2018 ",Dinner for Meen Pozhichathu,"I stayed in Trivandrum for IELTS exam. I went for shopping so many places. I plan to eat Meen Pozhichathu. Its a dish made of Fish boiled in Steam while covered with masala inside a Banana leaf. The aroma was so pulling and the taste...was flavorful. Its a unique dish of Kerala. I am from Tamilnadu. Nevertheless, I love any cuisine which have good taste. Love this dish. Anyone going to Kerala, please try this dish. Its located near to Trivandrum Railway Station.  ""The taste of Fish is awesome"" !!!!!!More",4.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed October 7, 2018 ",Good One,"Its difficult to find a place in Trivandrum with  a combination of good food,ambiance and service. Most difficult to find one is with good service.
Curry Chatty  scores well in all.",4.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed August 23, 2018 ","Great decor, decent food, above average price","The restaurant had a great ambience. Food was not bad, but nothing special. Not that pricey If you consider the environment and the service.",3.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed August 18, 2018 ",Food price is too high,"Food is ok but price is very high.
Middle class family can't bear the bill. Also quantity is very very low",1.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed August 18, 2018 ","Good ambiance, Good Traditional food","Having visited the place multiple times, I was always happy with the food there and with the setting of the place. I do prefer a slightly dim lit ambience and the privacy of the small segregated areas. It is not for huge groups, but if...you are a small group of 4 to 6 people, you will find yourself a private space and you can enjoy the food and the peace. 
The staff is very friendly and is considerate and are very attentive. There is a good verity of food to choose from, but I would rather go for the traditional Kerala dishes at Curry Chatty.
The food is not extremely overpriced and is provided in decent quantity.
Overall, a nice place to chill out with a small group of friends or with family.More",5.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed August 1, 2018 ",Eating place with a difference,Eating place with a difference in the heart of Trivandrum city that prvides tasty food at affordable prices not crowded.,4.00
"CURRY CHATTY, Thiruvananthapuram (Trivandrum) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Asian","Reviewed July 14, 2018 ",Expensive but good food,"Visited this place for dinner today.Ordered kung pao baby corn as starter which was crispy and yum.In main course,ordered jeera rice and dal tadka which was OK and chicken Hakka noodles and teriyaki chicken which was not as spicy as expected.Finished the meal with a...sizzling brownie with icecream which was delicious.It was expensive and the total meal costed us 1170 Rs.Ambience and interior decor is good.Another plus point is they have a good quality high chair for babies.More",3.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed July 9, 2023 ",Bad experience,"Chinatown, Tangra, has always been my favourite place for eating and I have had the pleasure of visiting many of the restaurants here.

Unfortunately, my visit to ""Golden Joy"" is for the first time and it was not a joyous one.

There is nothing wrong...with the decor or the quality of food but the service here is just lousy. The waiters were callous and unpleasant and took them almost 40 mins to serve our ordered items.

I will definitely advise my known ones not to try this restaurant.More",2.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed April 28, 2022 ",Not sure why the rush!!! ,Heard lot about the place! Was disappointed with food and ambience. Not sure what ws all the rush about. Food was average in taste. Tried golden fried prawns as well. Portion size was good but the taste was average.  If you want  chinese food there...may be other great options!More,3.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed November 12, 2021 ",Good with potential to be better,"Had lunch here today. Starters included Chili Pork, Chicken Lollipop and Fooyong. The Fooyong was forgettable as was the Lollipop. Pork was decent.

Main courses included Meifoon Rice Noodles (good) and Lemon Chicken (acceptable).

All said, not a bad place to dine, but only if...you have no other options.More",3.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed February 24, 2020 ",Not good,"Food was not good and tasty , restaurant was over crowded , staffs were pathetic , shouting in front of customers. Used to be very good but my last visit was a big disappointment.",2.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed February 11, 2020 ",Chalta hya,"Mostly local young crowd visit this place considering alcohol being quite reasonably priced. Super lousy, terrible ambience, horrible service and below par food quality. Only good for a quick couple of standard drinks.",3.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed January 1, 2020 ",Not to be missed,"Located in Tangra famous for many other Chinese eateries, this one is not to be missed.
1) The compound just adjacent to it is used for parking with valet services 
2) Be sure to be early as the waiting can get lengthy 
3) They have...one of the best waiting systems. If seats are full, patrons are requested to wait in the terrace with ample space. When asked to wait, a coupon with number is given which is the called to as and when the time comes. Very professionally arranged
4) Most of the captains are well informed and will advice you perfectly in ordering.
5) Don’t forget the pudding( caramel custard) : it’s overlooked but a must tryMore",5.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed November 27, 2019 ",Best Tangra CHINESE !!!!!,We were recommended to visit this restaurant and boy ! We were not disappointed! We had chilli duck / golden fried prawns ! It’s hidden gem in Tangra ! Do visit ! At 10:30 pm also we had to wait for seating,5.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed October 12, 2019 ",Nice chinese food,"We ordered fish fry and hakka noodles. Tasty. Value for money.
 The ambience is bit noisy and crowdy type. Nice staff. No tips. Serves liquor.",4.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed September 25, 2019 ",Pork served and cooked in the same utensil with other dishes,"It was one of my fav places in kolkata when I talk about chinese, however  recently they included Pork to their menu and the worst you expected was the same utensil being used for other dishes. A well settled , high demand and trusted restaurant...shouldng have done this as we have regular customers from different sects of the society like vegans and halal seekers. Should avoid if you have trouble with pork no matter how many times the stewards tell you that they have a separate utensil. I sneaked in my self to verify this.More",2.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed September 7, 2019 ",Good Indian Chinese food ,"The restaurant is pretty popular with the locals and was crowded even on a weekday. 
   Our friends ordered a chicken soup, fried chicken, noodles and fried rice. It was good, although I would have preferred authentic Chinese food.",4.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed May 26, 2019 ",Joy with great food,"We tried pepper chicken, golden fried prawn, thread paneer, chinese chicken chopsuey, egg fried rice and chicken hot garlic. Food was awesome. The green chilli chutney was simply too good to go with the starters. Ambience was good. We had been there early on a...Sunday. By the time we finished, the place was packed. Will visit again when in KolkataMore",5.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed April 27, 2019 ",Delicious Indian Chinese Food,"Things start shaky. Seafood Soup (Rs 120) that I decide to start with and various other soups that my team order all turn out to be glorified dish water. Thread Chicken (Rs 350) that my server enthusiastically recommends calling it all-time best seller also turns...out to be a bit of a dud, with fried vermicelli clinging on to tasteless morsels of chicken. But soon things perk up.

Bhetki Fish Fry (Rs 550) has flaky fish encased in a halfhearted batter but it is the quality of the fish that carries the dish through. Shrimp Cake (Rs 450) is more of a jhinga cutlass (as one would call it in Mumbai) and is piping hot and delicious. The star of the meal is steamed Fish Fillet with chilly, pepper, garlic (Rs 800) which is fish at its best. It is a dish that will bring me to this restaurant many times in future too I am sure. Veg Pan Fried noodles (Rs 180) is delicious and comforting too, and Veg Chowmein (Rs 140) simply hits the spot. 

All in all amazing food. Much recommended. But skip the soup…and anything called thread!More",4.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed April 10, 2019 ","Average food, overhyped","Well,it's an average Indo Chinese restaurant where consistency of dishes are not stable, some are good and some poor, service is slow and they even served our vegetarian friends with non veg stuff. The price points are attractive, not very expensive. Good for big groups.",3.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed March 19, 2019 ",Great food,"The food at Golden Joy is excellent and very consistent. We always have their steamed prawn & chicken Sui Mai which never disappoints. They have a very large seating and also have smaller spaces for groups wanting them. Extremely helpful staff and the owner Robert...Liao and his sons are always around. 
For Chinese food, this is my number 1..More",5.00
"GOLDEN JOY, Kolkata (Calcutta) - Menu, Prices & Restaurant Reviews - Tripadvisor",Vegetarian Friendly,"Reviewed February 27, 2019 ",Nice resturant ,Golden Joy is a nice resturant cum bar.You can enjoy various type of foods here with big group.Staffs are well and helpful to select menu.,3.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed August 20, 2023 ","Below average food, effectively HORRIBLE ambience, illogically EXCESSIVE pricing BUT Fantastic Service","We visited this restaurant on Saturday, the 19th of August for dinner.
We were advised to sit at the 'Cascades' because the AC was not working properly at 'Wok Tok'.
However the AC was not working efficiently at Cascades either. There was even a fly...there.
The food left a lot to be desired.

A detailed FOOD review
SOUPS - 2 Manchow chicken, 2 Sweet corn vegetarian & 1 Clear Chicken Soup (1 by two) - Decent 7/10
STARTER - Chicken Chilly Mountain - great taste BUT not hot enough in spite of delayed service. It was room temperature. - Effectively 5/10.
MAIN COURSE:
- Chicken Kung Pao - horrible, drenched in excessive Soya Sauce and full of cashew nuts. It was sweetish bitter and sour - not like the same dish we eat at most places  - 3/10
- Hakka Sliced Lamb - Very good - 8/10
- Silken Tofu with Chilly Bean - Very good 8/10
- Chilly Chicken (outside the menu) - Ordinary but edible - 5.5/10
- 2 Veg Fried Rice - Alright - 6/10
- Veg Hakka Noodles - Above Average - 7/10
DESSERTS:
- 3 Jaggery Ice Creams - Alright - 6/10
- Date Pancake - Alright but with horrid crystallized ice cream - 5/10

PRICING
The pricing was EXCESSIVE - we paid 17,500/- for all of the above + a bottle of water - too much considering that:
1. This restaurant is ALWAYS almost EMPTY – Cascades is also never more than half full AND
2. The Grand is NO Taj, Oberoi or similar brand.
You need to either reduce prices of individual dishes OR increase quantities.
We had to order an extra chicken dish as well as an extra rice dish because of smaller quantities.

SERVICE:
The ONLY redeeming feature of this experience was the service - Your waiters did all they could to cater to us, including to try and fix the AC and even get rid of the fly with a racket. I did not gather the names of the staff members but they were all very nice and cooperative. 

VERDICT
Below average food, effectively HORRIBLE ambience, illogically EXCESSIVE pricing BUT Fantastic ServiceMore",1.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed May 8, 2023 ",Best Asian restaurant,"The authentic tastes  and flavors of China, Singapore, Indonesia, Vietnam, Burma, Myanmar, Japan, Korea and Thailand  come alive here. Food is super delicious and mouth watering. Staff is very friendly and hospitable. Highly recommend",5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed February 27, 2020 ",Excellent foods,Restaurant mesmerized us with its wonderful ambiance. The decor was excellent and the seating arrangements were so comfortable. The staff were prompt and friendly too. Food was with excellent blend of quality and quantity.,4.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed November 29, 2019 ","Great food, great ambience","I've been here ~5 times this month. The food is great all over; super fresh, well balanced flavors, awesome dumplings and creative menu items. If you're staying in The Grand, it's much nicer than the hotel's dinner buffet or carte menu. The team is also...super friendly and the atmosphere is warm and relaxing. 100% recommendation.More",5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed July 2, 2019 ",Wonderful service and nice food,Really appreciate the service of Meghender. He has exceptional hospitality skills. The food was also good. Thank you.,5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed May 12, 2019 ",Excellent food and service!,"We went for a family lunch on Mother’s Day and reserved table through EazyDiner. The staff was really courteous and the food was just superb. Special thanks to Ashish who served us and suggested us dishes which really turned out to be scrumptious. 5star food,...service and excellent staff’More",5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 6, 2019 ",Fantastic food,This place is worth a visit. The food is absolutely delicious and the service is great. Neeta the manager is extremly helpful.,5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 6, 2019 ",Extremely peaceful,"The outside seating area is extremely peaceful. 
The food is good. And the service awesome.
And the manager Meeta along with her colleague Sylvia ensure that the guests are well attended to and ensuring the experience is at par with the best.",5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 5, 2019 ",Excellent SE Asian food,I have been staying at the Grand regularly for the past year and eat in this restaurant 2 or 3 times esch stay. The udon noodles and the gyoza are particularly good. Great service from the staff and the manager Neeta too. Highly recommended.,5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 1, 2019 ",Excellent food and an excellent restaurant manager,"Impressed with the services of the new restaurant manager Neeta, makes a big difference to how a customer is handled. Well done",5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed February 21, 2019 ",Best Asian food!,"I’m a private chef from America visiting Delhi with friends and was pleasantly surprised with my dinner at Wok Tok. The waiter guided me through the menu and suggested the assorted vegetarian dumpling and assorted vegetarian sushi, followed by Filipino noodles (Iomi Noodle) and home...made ice cream. Everything was perfect. I’ve alreadt told my friends in America to eat here when they visit Delhi!More",5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed February 19, 2019 ",Average,Surprised Lumby has a good sushi restaurant and that it is good.  They have a great Bento Box. Good Miso soup.  Can get a little busy and remember you are not going for the decor.,2.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed February 11, 2019 ",Decent Chinese Food,"Visited Wok Tok to celebrate the Chinese New Year. Tried the Pork Dimsums, Pork Belly, Sea Food Soup, Noodles, Shredded Chicken. The food was decent with the Pork Dimsums being the highlight of their menu. It is a good place if you want to just...relax and enjoy a quiet meal.More",4.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed June 5, 2018 ",amazing hospitality ,i been this place for dinner with frnds.. the staff were so hospitalize.The food was amazing.. we were served by mr Mohit.. who did great care of us.. Mr Amit(supervisor) who was taking care of that restaurant was very polite friend and well mannered.. Loved...the dim sim.. loved the hospitality. keep this in future as well.. we love to visit this place soon.. Thnk you#Wok tok#The GrandMore,5.00
"WOK TOK, New Delhi - Vasant Kunj/Vasant Vihar - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed October 12, 2017 ",Best option for food at the Grand,"Wok Tok looks like it is just another seating section in the main dining room. But it is a stand alone restaurant and pretty good. We ate there when we first arrived at the hotel (around 00:30 AM) and they were still game to give...us a meal. 

Food was cooked to my personal specifications and I was quite happy. I had a cocoanut curry..the first of three I had while I was staying there....it was that good.

The wait staff are a bit forgetful or oblivious to things but if you are gently persistent you will get what you want.More",4.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed June 29, 2019 ",It's really say that- Ammar Kolkata,It's a delightful experience forever in my life. Foods are just incomparable at reasonable price. Love it....,5.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed May 21, 2019 ",Ultimate Bengali food centre,"I have visited there and got the real taste of Bengali foods. It is well furnished, neat and clean with all modern facilities at reasonable price.",4.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed January 30, 2019 ",Different types of dishes,Different types of dishes are available at very affordable prices and quantities. The restaurant owner really has magic.,5.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed May 27, 2018 ",Bengali cuisines are great,Authentic Bengali cuisines are available here at very affordable prices. Different types of fish fries are great.,5.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed March 31, 2018 ",Best for Bengali cuisine,Get the taste of the best Bengali cuisines here at this restaurant. They make it very high careness.,5.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed November 4, 2017 ",Awesome food,Awesome food. Especially the Kashmiri pulao and chicken dopyaza are the ones to try for. Good service too. Overall a very nice experience.,5.00
"AMMAR KOLKATA, Kolkata (Calcutta) - Restaurant Reviews & Phone Number - Tripadvisor",,"Reviewed November 1, 2016 ",Authentic Bengali Food,If you want Authentic bengali food and want to taste differently you can definately try out once .I would say when I visited in september it was quite satisfactory with family.But I went for lunch.,4.00
